Date,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
2021-07-31,10.6,4.1877,2.53122238937842,1.8761061946902673,-55.2,-29.004,-34.977999999999994,-29.721999999999998,-6.107,-28.735
